-7052.40, -4362.90
-6852.40, -4362.90
-6652.40, -4362.90
-6452.40, -4362.90
-6252.40, -4362.90
-7052.40, -4162.90
-6852.40, -4162.90
-6652.40, -4162.90
-6452.40, -4162.90
-6252.40, -4162.90
-6052.40, -4162.90
-7252.40, -3962.90
-7052.40, -3962.90
-6852.40, -3962.90
-6652.40, -3962.90
-6452.40, -3962.90
-6252.40, -3962.90
-6052.40, -3962.90
-5852.40, -3962.90
-7252.40, -3762.90
-7052.40, -3762.90
-6852.40, -3762.90
-6652.40, -3762.90
-6452.40, -3762.90
-6252.40, -3762.90
-6052.40, -3762.90
-5852.40, -3762.90
-5652.40, -3762.90
-7452.40, -3562.90
-7252.40, -3562.90
-7052.40, -3562.90
-6852.40, -3562.90
-6652.40, -3562.90
-6452.40, -3562.90
-6252.40, -3562.90
-6052.40, -3562.90
-5852.40, -3562.90
-5652.40, -3562.90
-5452.40, -3562.90
-7652.40, -3362.90
-7452.40, -3362.90
-7252.40, -3362.90
-7052.40, -3362.90
-6852.40, -3362.90
-6652.40, -3362.90
-6452.40, -3362.90
-6252.40, -3362.90
-6052.40, -3362.90
-5852.40, -3362.90
-5652.40, -3362.90
-5452.40, -3362.90
-7652.40, -3162.90
-7452.40, -3162.90
-7252.40, -3162.90
-7052.40, -3162.90
-6852.40, -3162.90
-6652.40, -3162.90
-6452.40, -3162.90
-6252.40, -3162.90
-6052.40, -3162.90
-5852.40, -3162.90
-5652.40, -3162.90
-5452.40, -3162.90
-5252.40, -3162.90
-7252.40, -2962.90
-7052.40, -2962.90
-6852.40, -2962.90
-6652.40, -2962.90
-6452.40, -2962.90
-6252.40, -2962.90
-6052.40, -2962.90
-5852.40, -2962.90
-5652.40, -2962.90
-5452.40, -2962.90
-5252.40, -2962.90
-7052.40, -2762.90
-6852.40, -2762.90
-6652.40, -2762.90
-6452.40, -2762.90
-6252.40, -2762.90
-6052.40, -2762.90
-5852.40, -2762.90
-5652.40, -2762.90
-6852.40, -2562.90
-6652.40, -2562.90
-6452.40, -2562.90
-6252.40, -2562.90
-6052.40, -2562.90
-6652.40, -2362.90
-6452.40, -2362.90
-6252.40, -2362.90
-6652.40, -2162.90
-6452.40, -2162.90
